[D_madagascariensis]	[P_phocoena]	100.000	235	0	0	1	235	1	235	0.0	488
[D_madagascariensis]	[B_acutorostrata]	100.000	235	0	0	1	235	1	235	0.0	488
[D_madagascariensis]	[D_delphis]	100.000	235	0	0	1	235	1	235	0.0	488
[D_madagascariensis]	[L_albirostris]	100.000	235	0	0	1	235	1	235	0.0	488
[D_madagascariensis]	[O_orca]	100.000	235	0	0	1	235	1	235	0.0	488
[D_madagascariensis]	[E_rufifrons]	100.000	235	0	0	1	235	1	235	0.0	488
[D_madagascariensis]	[P_crassidens]	100.000	235	0	0	1	235	1	235	0.0	488
[D_madagascariensis]	[S_syndactylus]	100.000	235	0	0	1	235	1	235	0.0	488
[D_madagascariensis]	[E_robustus]	100.000	235	0	0	1	235	1	235	0.0	488
[D_madagascariensis]	[M_thibetana_thibetana]	100.000	235	0	0	1	235	1	235	0.0	488
[D_madagascariensis]	[T_truncatus]	100.000	235	0	0	1	235	1	235	0.0	488
[D_madagascariensis]	[L_canadensis]	100.000	235	0	0	1	235	1	235	0.0	488
[D_madagascariensis]	[B_musculus]	100.000	235	0	0	1	235	1	235	0.0	488
[D_madagascariensis]	[M_erminea]	100.000	235	0	0	1	235	1	235	0.0	488
[D_madagascariensis]	[H_moloch]	100.000	235	0	0	1	235	1	235	0.0	488
[D_madagascariensis]	[T_francoisi]	100.000	235	0	0	1	235	1	235	0.0	488
[D_madagascariensis]	[P_anubis]	100.000	235	0	0	1	235	1	235	0.0	488
[D_madagascariensis]	[P_sinus]	100.000	235	0	0	1	235	1	235	0.0	488
[D_madagascariensis]	[R_roxellana]	100.000	235	0	0	1	235	1	235	0.0	488
[D_madagascariensis]	[N_leucogenys]	100.000	235	0	0	1	235	1	235	0.0	488
[D_madagascariensis]	[S_obliquidens]	100.000	235	0	0	1	235	1	235	0.0	488
[D_madagascariensis]	[T_gelada]	100.000	235	0	0	1	235	1	235	0.0	488
[D_madagascariensis]	[N_asiaeorientalis_asiaeorientalis]	100.000	235	0	0	1	235	1	235	0.0	488
[D_madagascariensis]	[P_tephrosceles]	100.000	235	0	0	1	235	1	235	0.0	488
[D_madagascariensis]	[C_atys]	100.000	235	0	0	1	235	1	235	0.0	488
[D_madagascariensis]	[M_leucophaeus]	100.000	235	0	0	1	235	1	235	0.0	488
[D_madagascariensis]	[C_angolensis_palliatus]	100.000	235	0	0	1	235	1	235	0.0	488
[D_madagascariensis]	[L_vexillifer]	100.000	235	0	0	1	235	1	235	0.0	488
[D_madagascariensis]	[E_edwardii]	100.000	235	0	0	1	235	1	235	0.0	488
[D_madagascariensis]	[H_sapiens]	100.000	235	0	0	1	235	1	235	0.0	488
[D_madagascariensis]	[D_madagascariensis]	100.000	235	0	0	1	235	1	235	0.0	488
[D_madagascariensis]	[A_melanoleuca]	99.574	235	1	0	1	235	1	235	0.0	487
[D_madagascariensis]	[M_flaviventris]	99.574	235	1	0	1	235	1	235	1.08e-180	487
[D_madagascariensis]	[E_lutris_kenyoni]	99.574	235	1	0	1	235	1	235	1.08e-180	487
[D_madagascariensis]	[M_marmota_marmota]	99.574	235	1	0	1	235	1	235	1.08e-180	487
[D_madagascariensis]	[K_breviceps]	99.574	235	1	0	1	235	1	235	1.30e-180	486
[D_madagascariensis]	[M_densirostris]	99.574	235	1	0	1	235	1	235	1.30e-180	486
[D_madagascariensis]	[P_macrocephalus]	99.574	235	1	0	1	235	1	235	1.30e-180	486
[D_madagascariensis]	[C_sumatraensis]	99.574	235	1	0	1	235	1	235	1.32e-180	486
[D_madagascariensis]	[B_bubalis]	99.574	235	1	0	1	235	1	235	1.32e-180	486
[D_madagascariensis]	[O_aries]	99.574	235	1	0	1	235	1	235	1.32e-180	486
[D_madagascariensis]	[L_africana]	99.574	235	1	0	1	235	1	235	1.94e-180	486
[D_madagascariensis]	[D_ordii]	99.574	235	1	0	1	235	1	235	1.94e-180	486
[D_madagascariensis]	[M_javanica]	99.574	235	1	0	1	235	1	235	3.10e-180	486
[D_madagascariensis]	[M_angustirostris]	99.574	235	1	0	1	235	1	235	4.46e-180	485
[D_madagascariensis]	[M_leonina]	99.574	235	1	0	1	235	1	235	4.46e-180	485
[D_madagascariensis]	[Z_californianus]	99.574	235	1	0	1	235	1	235	4.46e-180	485
[D_madagascariensis]	[C_ursinus]	99.574	235	1	0	1	235	1	235	4.46e-180	485
[D_madagascariensis]	[N_schauinslandi]	99.574	235	1	0	1	235	1	235	4.46e-180	485
[D_madagascariensis]	[O_rosmarus_divergens]	99.574	235	1	0	1	235	1	235	4.46e-180	485
[D_madagascariensis]	[D_dama]	99.149	235	2	0	1	235	1	235	9.30e-180	484
[D_madagascariensis]	[C_asiatica]	99.574	235	1	0	1	235	1	235	1.13e-179	484
[D_madagascariensis]	[M_yumanensis]	99.149	235	2	0	1	235	1	235	1.15e-179	484
[D_madagascariensis]	[M_brandtii]	99.149	235	2	0	1	235	1	235	1.15e-179	484
[D_madagascariensis]	[M_lucifugus]	99.149	235	2	0	1	235	1	235	1.15e-179	484
[D_madagascariensis]	[M_pentadactyla]	99.149	235	2	0	1	235	1	235	1.70e-179	484
[D_madagascariensis]	[T_chinensis]	99.149	235	2	0	1	235	1	235	2.24e-179	483
[D_madagascariensis]	[P_kuhlii]	98.723	235	3	0	1	235	1	235	3.92e-179	483
[D_madagascariensis]	[C_syrichta]	98.723	235	3	0	1	235	1	235	5.62e-179	483
[D_madagascariensis]	[C_griseus]	98.723	235	3	0	1	235	1	235	7.48e-179	482
[D_madagascariensis]	[M_unguiculatus]	98.723	235	3	0	1	235	1	235	7.56e-179	482
[D_madagascariensis]	[P_leucopus]	98.723	235	3	0	1	235	1	235	7.56e-179	482
[D_madagascariensis]	[M_daubentonii]	98.723	235	3	0	1	235	1	235	7.65e-179	482
[D_madagascariensis]	[M_myotis]	98.723	235	3	0	1	235	1	235	7.65e-179	482
[D_madagascariensis]	[M_davidii]	98.723	235	3	0	1	235	1	235	7.65e-179	482
[D_madagascariensis]	[O_curzoniae]	98.723	235	3	0	1	235	1	235	9.52e-179	482
[D_madagascariensis]	[C_porcellus]	98.298	235	4	0	1	235	1	235	1.41e-178	481
[D_madagascariensis]	[P_viverrinus]	98.298	235	4	0	1	235	1	235	1.88e-178	481
[D_madagascariensis]	[P_concolor]	98.298	235	4	0	1	235	1	235	1.88e-178	481
[D_madagascariensis]	[T_manatus_latirostris]	98.298	235	4	0	1	235	1	235	3.18e-178	481
[D_madagascariensis]	[M_pennsylvanicus]	98.298	235	4	0	1	235	1	235	3.79e-178	480
[D_madagascariensis]	[R_norvegicus]	98.298	235	4	0	1	235	1	235	6.08e-178	480
[D_madagascariensis]	[M_musculus]	97.447	235	6	0	1	235	1	235	5.59e-176	475
[D_madagascariensis]	[G_agilis]	94.043	235	14	0	1	235	1	235	1.92e-172	466
[H_sapiens]	[P_phocoena]	100.000	235	0	0	1	235	1	235	0.0	488
[H_sapiens]	[B_acutorostrata]	100.000	235	0	0	1	235	1	235	0.0	488
